taxon_id,count,created_at,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
92984,26,2020-07-28 11:20:31 +0100,Liekninis beržas,Betula humilis,Liekninis beržas,Plantae,92984,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,,,Betula,,Betula humilis,,,,
44705,26,2021-07-18 22:38:11 +0100,Raštuotoji Kerpytė,Miltochrista miniata,Raštuotoji Kerpytė,Insecta,44705,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,,Lithosiini,Nudariina,Miltochrista,,Miltochrista miniata,,,,
44705,26,2020-05-05 20:09:24 +0100,Paprastoji garšva,Aegopodium podagraria,Paprastoji garšva,Plantae,44705,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Careae,,Aegopodium,,Aegopodium podagraria,,,,
135727,26,2022-08-03 10:13:23 +0100,Gleivainiai,Myxomycetes,Gleivainiai,Protozoa,135727,Protozoa,Mycetozoa,,,Myxomycetes,,,,,,,,,,,,,,,,,
55730,26,2021-08-16 16:59:09 +0100,purple loosestrife,Lythrum salicaria,Paprastoji raudoklė,Plantae,55730,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Lythraceae,,,,,Lythrum,,Lythrum salicaria,,,,
55730,26,2020-05-27 20:44:26 +0100,Kalninė guoba,Ulmus glabra,Kalninė guoba,Plantae,55730,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Ulmaceae,,,,,Ulmus,,Ulmus glabra,,,,
83198,25,2022-03-28 19:10:40 +0100,taulakääpä,Fomes fomentarius,Tikroji pintis,Fungi,83198,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,,,Fomes,,Fomes fomentarius,,,,
83198,25,2020-07-06 04:37:39 +0100,Vynuoginė sraigė,Helix pomatia,Vynuoginė sraigė,Mollusca,83198,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Helicidae,Helicinae,,Helicini,,Helix,,Helix pomatia,,,,
216011,25,,,,,,216011,,,,,,,,,,,,,,,,,,,,,,
180365,25,,,,,,180365,,,,,,,,,,,,,,,,,,,,,,
324215,25,,,,,,324215,,,,,,,,,,,,,,,,,,,,,,
216581,25,,,,,,216581,,,,,,,,,,,,,,,,,,,,,,
64549,25,2021-09-11 10:34:58 +0100,Europese hoornaar,Vespa crabro,Širšuolas,Insecta,64549,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Vespa,,Vespa crabro,,,,
64549,25,2020-06-07 10:00:26 +0100,Harvestmen,Phalangium opilio,Paprastasis šienpjovys,Arachnida,64549,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Opiliones,Eupnoi,Phalangioidea,Phalangiidae,Phalangiinae,,,,Phalangium,,Phalangium opilio,,,,
20307,25,2021-05-30 08:02:33 +0100,Echte Sternmiere,Rabelera holostea,Krūmokšninė žliūgė,Plantae,20307,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Alsineae,,Rabelera,,Rabelera holostea,,,,
20307,25,2019-06-22 13:05:40 +0100,Common Marsh-bedstraw,Galium palustre,Pelkinis lipikas,Plantae,20307,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Rubiaceae,Rubioideae,,Rubieae,,Galium,,Galium palustre,,,,
47606,25,2021-07-26 16:09:01 +0100,Большая поганка,Podiceps cristatus,Ausuotasis kragas,Aves,47606,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,,,Podiceps,,Podiceps cristatus,,,,
47606,25,2020-05-16 08:45:44 +0100,Pavasarinis pelėžirnis,Lathyrus vernus,Pavasarinis pelėžirnis,Plantae,47606,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Fabeae,,Lathyrus,,Lathyrus vernus,,,,
841424,25,,,,,,841424,,,,,,,,,,,,,,,,,,,,,,
125632,25,2022-07-10 14:56:17 +0100,hoary alyssum,Berteroa incana,Pilkoji miltinaitė,Plantae,125632,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Alysseae,,Berteroa,,Berteroa incana,,,,
465324,25,,,,,,465324,,,,,,,,,,,,,,,,,,,,,,
521124,25,,,,,,521124,,,,,,,,,,,,,,,,,,,,,,
461172,25,,,,,,461172,,,,,,,,,,,,,,,,,,,,,,
155092,25,2022-10-12 13:30:32 +0100,Elninė šiurė,Cladonia rangiferina,Elninė šiurė,Fungi,155092,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Cladoniaceae,,,,,Cladonia,,Cladonia rangiferina,,,,
1092510,25,,,,,,1092510,,,,,,,,,,,,,,,,,,,,,,
57170,25,2021-08-20 10:48:22 +0100,tansy,Tanacetum vulgare,Paprastoji bitkrėslė,Plantae,57170,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Anthemideae,Anthemidinae,Tanacetum,,Tanacetum vulgare,,,,
57170,25,2020-05-29 18:31:21 +0100,Paprastasis kmynas,Carum carvi,Paprastasis kmynas,Plantae,57170,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Careae,,Carum,,Carum carvi,,,,
71061,25,2021-10-15 11:44:49 +0100,Large Copper,Lycaena dispar,Didysis auksinukas,Insecta,71061,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Lycaeninae,,Lycaenini,,Lycaena,,Lycaena dispar,,,,
71061,25,2020-06-14 19:32:06 +0100,black locust,Robinia pseudoacacia,Baltažiedė robinija,Plantae,71061,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Robinieae,,Robinia,,Robinia pseudoacacia,,,,
76782,25,2021-12-31 06:24:31 +0100,Пармелия бороздчатая,Parmelia sulcata,Vagotasis kežas,Fungi,76782,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,Parmelia,,Parmelia sulcata,,,,
76782,25,2020-06-24 08:24:18 +0100,Germano reale,Anas platyrhynchos,Didžioji antis,Aves,76782,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Anas,,Anas platyrhynchos,,,,
159906,25,2022-11-11 08:49:27 +0100,Juodoji žiurkė,Rattus rattus,Juodoji žiurkė,Mammalia,159906,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Muridae,Murinae,,Rattini,,Rattus,,Rattus rattus,,,,
508021,25,,,,,,508021,,,,,,,,,,,,,,,,,,,,,,
494523,25,,,,,,494523,,,,,,,,,,,,,,,,,,,,,,
120113,25,2022-06-30 17:28:42 +0100,Trikertė žvaginė,Capsella bursa-pastoris,Trikertė žvaginė,Plantae,120113,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Camelineae,,Capsella,,Capsella bursa-pastoris,,,,
120113,25,2020-12-19 08:00:13 +0100,Neria,Neria,,Insecta,120113,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Nerioidea,Micropezidae,Calobatinae,,,,Neria,,,,,,
558443,25,,,,,,558443,,,,,,,,,,,,,,,,,,,,,,
68049,25,2021-09-30 14:39:51 +0100,Blindschleiche,Anguis fragilis,Trapusis gluodenas,Reptilia,68049,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Anguidae,Anguinae,,,,Anguis,,Anguis fragilis,,,,
68049,25,2020-06-11 14:11:31 +0100,Kelminis papartis,Dryopteris filix-mas,Kelminis papartis,Plantae,68049,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,Dryopteridaceae,Dryopteridoideae,,,,Dryopteris,,Dryopteris filix-mas,,,,
3857,25,2021-04-01 12:09:32 +0100,Paprastasis žalčialunkis,Daphne mezereum,Paprastasis žalčialunkis,Plantae,3857,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Thymelaeaceae,,,,,Daphne,,Daphne mezereum,,,,
3857,25,2017-12-06 16:59:58 +0100,Heterobasidion parviporum,Heterobasidion parviporum,Eglinė pintenė,Fungi,3857,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Bondarzewiaceae,,,,,Heterobasidion,,Heterobasidion parviporum,,,,
48596,25,2021-07-29 20:16:44 +0100,Skėtinis bėžis,Butomus umbellatus,Skėtinis bėžis,Plantae,48596,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Butomaceae,,,,,Butomus,,Butomus umbellatus,,,,
48596,25,2020-05-17 17:13:51 +0100,liuskaperhonen,Polygonia c-album,Karpytūnė,Insecta,48596,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Nymphalini,,Polygonia,,Polygonia c-album,,,,
57076,25,2021-08-20 06:31:01 +0100,Didysis šliužas,Limax maximus,Didysis šliužas,Mollusca,57076,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Limacoidea,Limacidae,Limacinae,,,,Limax,,Limax maximus,,,,
57076,25,2020-05-29 17:18:28 +0100,Šiaurinis baltakrūtis ežys,Erinaceus roumanicus,Šiaurinis baltakrūtis ežys,Mammalia,57076,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,,,Erinaceidae,Erinaceinae,,,,Erinaceus,,Erinaceus roumanicus,,,,
451914,25,,,,,,451914,,,,,,,,,,,,,,,,,,,,,,
12735,25,2021-05-12 16:53:58 +0100,žolė,Poales,Migliečiai,Plantae,12735,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,,,,,,,,,,,
12735,25,2019-01-31 08:57:29 +0100,Nanacate,Schizophyllum commune,Paprastoji alksniabudė,Fungi,12735,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Schizophyllineae,,Schizophyllaceae,,,,,Schizophyllum,,Schizophyllum commune,,,,
447102,25,,,,,,447102,,,,,,,,,,,,,,,,,,,,,,
117927,25,2022-06-26 15:32:12 +0100,Sclerocona acutellus,Sclerocona acutellus,Baltablakstienis plačiasparnis ugniukas,Insecta,117927,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Pyraustinae,,Pyraustini,,Sclerocona,,Sclerocona acutellus,,,,
117927,25,2020-11-19 10:27:08 +0100,Kamberkrebs,Faxonius limosus,Rainuotasis Vėžys,Animalia,117927,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Astacoidea,Cambaridae,,,,,Faxonius,,Faxonius limosus,,,,
159875,25,2022-11-10 20:15:15 +0100,Common Gilled Mushrooms and Allies,Agaricales,Agarikiečiai,Fungi,159875,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,,,,,,,,,,,,
203294,25,,,,,,203294,,,,,,,,,,,,,,,,,,,,,,
122333,25,2022-07-04 09:09:33 +0100,Цикорий обыкновенный,Cichorium intybus,Paprastoji trūkažolė,Plantae,122333,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Cichoriinae,Cichorium,,Cichorium intybus,,,,
122333,25,2021-03-16 19:46:52 +0100,tmavoskvrnáč vřesový,Ematurga atomaria,Rudasprindis,Insecta,122333,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,Boarmiini,,Ematurga,,Ematurga atomaria,,,,
54571,25,2021-08-14 12:57:15 +0100,Dark Giant Horse Fly,Tabanus sudeticus,,Insecta,54571,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Tabanidae,Tabaninae,,Tabanini,,Tabanus,,Tabanus sudeticus,,,,
54571,25,2020-05-26 19:42:04 +0100,Обыкновенный скворец,Sturnus vulgaris,Paprastasis varnėnas,Aves,54571,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sturnidae,,,,,Sturnus,,Sturnus vulgaris,,,,
470896,25,,,,,,470896,,,,,,,,,,,,,,,,,,,,,,
170060,25,,,,,,170060,,,,,,,,,,,,,,,,,,,,,,
125353,25,2022-07-10 08:42:49 +0100,Gemeine Sichelschrecke,Phaneroptera falcata,Lakštasparnis pjūklius,Insecta,125353,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Tettigonioidea,Tettigoniidae,Phaneropterinae,,Phaneropterini,,Phaneroptera,,Phaneroptera falcata,,,,
125353,25,2022-11-19 16:51:10 +0100,Mallard,Anas platyrhynchos,Didžioji antis,Aves,125353,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Anas,,Anas platyrhynchos,,,,
121989,25,2022-07-03 18:00:19 +0100,Blood Vein,Timandra comae,Smailiasparnis pilkasis sprindžiukas,Insecta,121989,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Sterrhinae,,Timandrini,,Timandra,,Timandra comae,,,,
121989,25,2021-02-28 08:02:19 +0100,Yellow-legged Water-snipefly,Atherix ibis,Geltonkojė upinė slankmusė,Insecta,121989,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Athericidae,,,,,Atherix,,Atherix ibis,,,,
121850,25,2022-07-03 16:23:39 +0100,Purple Emperor,Apatura iris,Kilnioji vaiva,Insecta,121850,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Apaturinae,,,,Apatura,,Apatura iris,,,,
121850,25,2021-02-21 17:57:19 +0100,Leeches,Hirudinea,Dėlės,Animalia,121850,Animalia,Annelida,,,Clitellata,Hirudinea,,,,,,,,,,,,,,,,
52591,25,2021-08-09 17:48:37 +0100,Long Hover Fly,Sphaerophoria scripta,,Insecta,52591,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,,Syrphini,,Sphaerophoria,,Sphaerophoria scripta,,,,
52591,25,2020-05-24 19:49:19 +0100,Western Honey Bee,Apis mellifera,Naminė bitė,Insecta,52591,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Apini,,Apis,,Apis mellifera,,,,
53350,25,2021-08-11 21:58:35 +0100,Halberdleaf Orach,Atriplex prostrata calotheca,Strėlialapė balandūnė,Plantae,53350,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Chenopodioideae,,Atripliceae,,Atriplex,,Atriplex prostrata,,Atriplex prostrata calotheca,,
53350,25,2020-05-25 17:07:26 +0100,Smalkinis tvertikas,Erysimum cheiranthoides,Smalkinis tvertikas,Plantae,53350,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Erysimeae,,Erysimum,,Erysimum cheiranthoides,,,,
119858,25,2022-06-30 08:43:04 +0100,Plačialapis gyslotis,Plantago major,Plačialapis gyslotis,Plantae,119858,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Plantagineae,,Plantago,,Plantago major,,,,
119858,25,2020-12-14 21:22:00 +0100,Skaisčioji raudonpintėlė,Pycnoporellus fulgens,Skaisčioji raudonpintėlė,Fungi,119858,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,,,Pycnoporellus,,Pycnoporellus fulgens,,,,
58306,25,2021-08-22 15:58:06 +0100,Gelbrandkäfer,Dytiscus marginalis,Geltonkraštė Dusia,Insecta,58306,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Dytiscoidea,Dytiscidae,Dytiscinae,,Dytiscini,,Dytiscus,,Dytiscus marginalis,,,,
58306,25,2020-05-30 20:41:55 +0100,Upinis žiogelis,Locustella fluviatilis,Upinis žiogelis,Aves,58306,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Locustellidae,,,,,Locustella,,Locustella fluviatilis,,,,
319551,25,,,,,,319551,,,,,,,,,,,,,,,,,,,,,,
425360,25,,,,,,425360,,,,,,,,,,,,,,,,,,,,,,
359255,25,,,,,,359255,,,,,,,,,,,,,,,,,,,,,,
1138520,25,,,,,,1138520,,,,,,,,,,,,,,,,,,,,,,
56259,25,2021-08-18 07:59:38 +0100,Ichneumonid Wasps,Ichneumonidae,Vyčiai,Insecta,56259,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,,,,,,,,,,,
56259,25,2020-05-28 16:02:13 +0100,Dirvinė našlaitė,Viola arvensis,Dirvinė našlaitė,Plantae,56259,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,,,Viola,,Viola arvensis,,,,
805283,25,,,,,,805283,,,,,,,,,,,,,,,,,,,,,,
450671,25,,,,,,450671,,,,,,,,,,,,,,,,,,,,,,
165944,25,,,,,,165944,,,,,,,,,,,,,,,,,,,,,,
548184,25,,,,,,548184,,,,,,,,,,,,,,,,,,,,,,
131031,25,2022-07-22 14:33:22 +0100,Zigzag Clover,Trifolium medium,Šilinis dobilas,Plantae,131031,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Trifolieae,,Trifolium,,Trifolium medium,,,,
133638,25,2022-07-28 21:59:04 +0100,Przestrojnik jurtina,Maniola jurtina,Paprastasis Jautakis Satyras,Insecta,133638,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Satyrinae,,Satyrini,Maniolina,Maniola,,Maniola jurtina,,,,
131921,25,2022-07-24 14:36:52 +0100,Paprastoji varnalėša,Arctium tomentosum,Paprastoji varnalėša,Plantae,131921,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cardueae,Carduinae,Arctium,,Arctium tomentosum,,,,
152956,25,2022-10-02 10:58:37 +0100,Wild Basil,Clinopodium vulgare,Krūminė šunmėtė,Plantae,152956,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,Mentheae,Menthinae,Clinopodium,,Clinopodium vulgare,,,,
950530,25,,,,,,950530,,,,,,,,,,,,,,,,,,,,,,
177718,25,,,,,,177718,,,,,,,,,,,,,,,,,,,,,,
462706,25,,,,,,462706,,,,,,,,,,,,,,,,,,,,,,
955498,25,,,,,,955498,,,,,,,,,,,,,,,,,,,,,,
321014,25,,,,,,321014,,,,,,,,,,,,,,,,,,,,,,
67826,25,2021-09-29 10:41:09 +0100,Woodland Dor Beetle,Anoplotrupes stercorosus,Miškinis mėšlavabalis,Insecta,67826,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Geotrupidae,Geotrupinae,,Geotrupini,,Anoplotrupes,,Anoplotrupes stercorosus,,,,
67826,25,2020-06-11 13:40:35 +0100,Žiognagė,Geum,Žiognagė,Plantae,67826,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,Colurieae,,Geum,,,,,,
497423,24,,,,,,497423,,,,,,,,,,,,,,,,,,,,,,
51574,24,2021-08-07 09:23:47 +0100,Пяденица-эвлитис глинистая,Eulithis testata,Miškinis juostasprindis,Insecta,51574,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,Cidariini,,Eulithis,,Eulithis testata,,,,
51574,24,2020-05-23 19:22:19 +0100,Greater stitchwort,Rabelera holostea,Krūmokšninė žliūgė,Plantae,51574,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Alsineae,,Rabelera,,Rabelera holostea,,,,
1369716,24,,,,,,1369716,,,,,,,,,,,,,,,,,,,,,,
357355,24,,,,,,357355,,,,,,,,,,,,,,,,,,,,,,
324401,24,,,,,,324401,,,,,,,,,,,,,,,,,,,,,,
326600,24,,,,,,326600,,,,,,,,,,,,,,,,,,,,,,
55213,24,2021-08-15 15:32:27 +0100,Sloe Bug,Dolycoris baccarum,Uoginė skydblakė,Insecta,55213,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,,Carpocorini,,Dolycoris,,Dolycoris baccarum,,,,
55213,24,2020-05-27 15:34:30 +0100,Ilgoji skorpionblakė,Ranatra linearis,Ilgoji skorpionblakė,Insecta,55213,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Nepoidea,Nepidae,Ranatrinae,,,,Ranatra,,Ranatra linearis,,,,
790781,24,,,,,,790781,,,,,,,,,,,,,,,,,,,,,,
855311,24,,,,,,855311,,,,,,,,,,,,,,,,,,,,,,
632702,24,,,,,,632702,,,,,,,,,,,,,,,,,,,,,,
322382,24,,,,,,322382,,,,,,,,,,,,,,,,,,,,,,
1111563,24,,,,,,1111563,,,,,,,,,,,,,,,,,,,,,,
83951,24,2022-04-03 11:49:15 +0100,Hættemåge,Chroicocephalus ridibundus,Rudagalvis kiras,Aves,83951,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,,,Chroicocephalus,,Chroicocephalus ridibundus,,,,
83951,24,2020-07-07 13:17:39 +0100,Gemeiner Grashüpfer,Pseudochorthippus parallelus,Pievinis skėriukas,Insecta,83951,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Gomphocerinae,,Gomphocerini,,Pseudochorthippus,,Pseudochorthippus parallelus,,,,
164948,24,,,,,,164948,,,,,,,,,,,,,,,,,,,,,,
48710,24,2021-07-30 10:21:35 +0100,Тимьян ползучий,Thymus serpyllum,Paprastasis čiobrelis,Plantae,48710,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,Mentheae,Menthinae,Thymus,,Thymus serpyllum,,,,
48710,24,2020-05-17 19:42:42 +0100,Siauralapė balžuva,Andromeda polifolia,Siauralapė balžuva,Plantae,48710,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,,Andromedeae,,Andromeda,,Andromeda polifolia,,,,
319548,24,,,,,,319548,,,,,,,,,,,,,,,,,,,,,,
324703,24,,,,,,324703,,,,,,,,,,,,,,,,,,,,,,
215974,24,,,,,,215974,,,,,,,,,,,,,,,,,,,,,,
818765,24,,,,,,818765,,,,,,,,,,,,,,,,,,,,,,
56554,24,2021-08-18 19:00:24 +0100,Trachelipus rathkii,Trachelipus rathkii,,Animalia,56554,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,,Trachelipodidae,,,,,Trachelipus,,Trachelipus rathkii,,,,
56554,24,2020-05-28 19:42:28 +0100,Wald-Sauerklee,Oxalis acetosella,Paprastasis kiškiakopūstis,Plantae,56554,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Oxalidales,,,Oxalidaceae,,,,,Oxalis,,Oxalis acetosella,,,,
321485,24,,,,,,321485,,,,,,,,,,,,,,,,,,,,,,
123032,24,2022-07-05 18:57:19 +0100,Paprastasis Juodūnas,Ropalopus clavipes,Paprastasis Juodūnas,Insecta,123032,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Cerambycinae,,Callidiini,,Ropalopus,,Ropalopus clavipes,,,,
123032,24,2021-03-31 07:05:18 +0100,Cordulie bronzée,Cordulia aenea,Bronzinė Skėtė,Insecta,123032,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,Libelluloidea,Corduliidae,,,,,Cordulia,,Cordulia aenea,,,,
56293,24,2021-08-18 11:12:21 +0100,Ленточник Камилла,Limenitis camilla,Mažasis Juodmargis,Insecta,56293,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Limenitidinae,,Limenitidini,,Limenitis,,Limenitis camilla,,,,
56293,24,2020-05-28 16:27:11 +0100,Pavasarinė žilė,Senecio vernalis,Pavasarinė žilė,Plantae,56293,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecioneae,Senecioninae,Senecio,,Senecio vernalis,,,,
63159,24,2021-09-05 21:30:29 +0100,Šienpjovinis virpūnėlis,Pholcus opilionoides,Šienpjovinis virpūnėlis,Arachnida,63159,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Pholcoidea,Pholcidae,,,,,Pholcus,,Pholcus opilionoides,,,,
63159,24,2020-06-06 10:34:04 +0100,rowan,Sorbus aucuparia,Paprastasis šermukšnis,Plantae,63159,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Maleae,,Sorbus,,Sorbus aucuparia,,,,
182705,24,,,,,,182705,,,,,,,,,,,,,,,,,,,,,,
324681,24,,,,,,324681,,,,,,,,,,,,,,,,,,,,,,
52965,24,2021-08-10 19:13:53 +0100,Roman Snail,Helix pomatia,Vynuoginė sraigė,Mollusca,52965,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Helicidae,Helicinae,,Helicini,,Helix,,Helix pomatia,,,,
52965,24,2020-05-25 14:46:18 +0100,Didžioji ugniažolė,Chelidonium majus,Didžioji ugniažolė,Plantae,52965,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Papaveroideae,,,,Chelidonium,,Chelidonium majus,,,,
219195,24,,,,,,219195,,,,,,,,,,,,,,,,,,,,,,
470578,24,,,,,,470578,,,,,,,,,,,,,,,,,,,,,,
62439,24,2021-09-03 19:47:39 +0100,Goldenrod Crab Spider,Misumena vatia,Geltonasis Žiedvoris,Arachnida,62439,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Thomisidae,,,,,Misumena,,Misumena vatia,,,,
