,taxon_id,count,scientific_name,common_name,iconic_taxon_name,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
2494,126913,20,Sarcoscypha austriaca,Austriškoji plačiataurė,Fungi,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Sarcoscyphaceae,,,,,Sarcoscypha,,Sarcoscypha austriaca,,,,
2493,231469,20,Staphylinus erythropterus,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,,Staphylinini,Staphylinina,Staphylinus,,Staphylinus erythropterus,,,,
2492,76762,20,Echinops sphaerocephalus,Apskritagalvis bandrenis,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cardueae,Echinopsidinae,Echinops,,Echinops sphaerocephalus,,,,
2491,232547,20,Thera juniperata,Kadaginė Tera,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,Cidariini,,Thera,,Thera juniperata,,,,
2490,505703,20,Attagenus smirnovi,Smirnovo kailiagraužis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Dermestidae,Attageninae,,Attagenini,,Attagenus,,Attagenus smirnovi,,,,
2489,128051,20,Kretzschmaria deusta,Paprastoji apdegėlė,Fungi,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,,,,,Kretzschmaria,,Kretzschmaria deusta,,,,
2488,48607,20,Craterellus cornucopioides,Paprastasis trimitėlis,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Hydnaceae,,,,,Craterellus,,Craterellus cornucopioides,,,,
2487,469434,20,Gastrodes grossipes,Storakojė Dirvablakė,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,,Drymini,,Gastrodes,,Gastrodes grossipes,,,,
2467,147277,20,Suillus grevillei,Grakštusis kazlėkas,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Suillineae,,Suillaceae,,,,,Suillus,,Suillus grevillei,,,,
2495,123769,20,Lepidozia reptans,Šliaužioji lepidozija,Plantae,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,Lophocoleineae,,Lepidoziaceae,,,,,Lepidozia,,Lepidozia reptans,,,,
2465,347299,20,Lopinga achine,Akiuotasis Satyras,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Satyrinae,,Satyrini,Lethina,Lopinga,,Lopinga achine,,,,
2436,68610,20,Trentepohliaceae,,Plantae,Plantae,Chlorophyta,,,Ulvophyceae,,,Trentepohliales,,,Trentepohliaceae,,,,,,,,,,,
2444,55879,20,Peniophora,Vaškuotė,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Peniophoraceae,,,,,Peniophora,,,,,,
2443,125049,20,Trachea atriplicis,Samaninis pelėdgalvis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,Dypterygiini,,Trachea,,Trachea atriplicis,,,,
2442,57030,20,Equisetum telmateia,Didysis asiūklis,Plantae,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,Equisetaceae,,,,,Equisetum,,Equisetum telmateia,,,,
2441,70144,20,Muscidae,Tikrosios musės,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Muscidae,,,,,,,,,,,
2440,42048,20,Canis lupus,Pilkasis vilkas,Mammalia,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Canidae,,,,,Canis,,Canis lupus,,,,
2439,57317,20,Vicia villosa,Ruginis vikis,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Fabeae,,Vicia,,Vicia villosa,,,,
2438,168738,20,Sedum hispanicum,Ispaninis šilokas,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,,Sedeae,,Sedum,,Sedum hispanicum,,,,
2435,204380,20,Phedimus spurius,Kaukazinis šilokas,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,,Umbilicieae,,Phedimus,,Phedimus spurius,,,,
2446,143034,20,Hippodamia variegata,Raiboji boružė,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,Coccinellini,,Hippodamia,,Hippodamia variegata,,,,
2434,150988,20,Planorbis planorbis,Paprastoji ritinukė,Mollusca,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Hygrophila,,,Lymnaeoidea,Planorbidae,Planorbinae,,Planorbini,,Planorbis,,Planorbis planorbis,,,,
2433,169474,20,Symphyotrichum novi-belgii,Virgininis astrūnas,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Symphyotrichinae,Symphyotrichum,,Symphyotrichum novi-belgii,,,,
2432,54625,20,Clitocybe,Tauriabudė,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Clitocybaceae,,,Clitocybeae,,Clitocybe,,,,,,
2431,1411649,20,Zyzygomyces physciacearum,,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Tremellomycetes,,,Filobasidiales,,,Filobasidiaceae,,,,,Zyzygomyces,,Zyzygomyces physciacearum,,,,
2430,1070901,20,Attulus terebratus,Paprastasis dėmėtšoklis,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,,Sitticini,,Attulus,,Attulus terebratus,,,,
2429,558819,20,Hypochaeridinae,,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Hypochaeridinae,,,,,,,
2464,65450,20,Epidalea calamita,Nendrinė Rupūžė,Amphibia,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,Bufonidae,,,,,Epidalea,,Epidalea calamita,,,,
2445,122945,20,Scopariinae,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Scopariinae,,,,,,,,,,
2437,464052,20,Tanyptera atrata,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Tipuloidea,Tipulidae,Ctenophorinae,,,,Tanyptera,,Tanyptera atrata,,,,
2447,430139,20,Archiearis parthenias,Paprastasis pavasarinukas,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Archiearinae,,,,Archiearis,,Archiearis parthenias,,,,
2456,214304,20,Arthonia spadicea,Kaštoninė artonija,Fungi,Fungi,Ascomycota,Pezizomycotina,,Arthoniomycetes,,,Arthoniales,,,Arthoniaceae,,,,,Arthonia,,Arthonia spadicea,,,,
2448,351629,20,Neolentinus lepideus,Žvynuotasis dantūnis,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gloeophyllales,,,Gloeophyllaceae,,,,,Neolentinus,,Neolentinus lepideus,,,,
2463,554915,20,Neides tipularius,Tikroji lazdablakė,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Berytidae,Berytinae,,,,Neides,,Neides tipularius,,,,
2462,61935,20,Scleranthus annuus,Vienametė klėstenė,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Sclerantheae,,Scleranthus,,Scleranthus annuus,,,,
2461,222957,20,Lecanora symmicta,Beformė lekanora,Fungi,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,,,Lecanora,,Lecanora symmicta,,,,
2460,82391,20,Diphasiastrum complanatum,Dvišakė padraika,Plantae,Plantae,Tracheophyta,,,Lycopodiopsida,,,Lycopodiales,,,Lycopodiaceae,Lycopodioideae,,,,Diphasiastrum,,Diphasiastrum complanatum,,,,
2458,109123,20,Perforatella bidentata,Dvidantė lapsraigė,Mollusca,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Hygromiidae,Hygromiinae,,Perforatellini,,Perforatella,,Perforatella bidentata,,,,
2457,161864,20,Dicranum montanum,Kalninė dvyndantė,Plantae,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,,,Dicranum,,Dicranum montanum,,,,
2459,152947,20,Hypomyces chrysospermus,Auksiškasis Pelėsis,Fungi,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,Hypocreaceae,,,,,Hypomyces,,Hypomyces chrysospermus,,,,
2455,489667,20,Saperda carcharias,Didysis drebulenis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lamiinae,,Saperdini,,Saperda,,Saperda carcharias,,,,
2454,321018,20,Meligethinae,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Nitidulidae,Meligethinae,,,,,,,,,,
2453,203298,20,Nabis,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Naboidea,Nabidae,Nabinae,,Nabini,,Nabis,,,,,,
2452,121294,20,Curculio,Vaisiastraubliai,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Curculioninae,,Curculionini,,Curculio,,,,,,
2451,153417,20,Ichneumon,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Ichneumoninae,,Ichneumonini,Ichneumonina,Ichneumon,,,,,,
2450,127588,20,Cetoniinae,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Cetoniinae,,,,,,,,,,
2449,173184,20,Anabolia,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,,Limnephilini,,Anabolia,,,,,,
2562,62417,19,Cimbex connatus,Alksninis cimbeksas,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Cimbicidae,Cimbicinae,,Cimbicini,,Cimbex,,Cimbex connatus,,,,
2554,194427,19,Russula decolorans,Blunkančioji ūmėdė,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,Russula,,Russula decolorans,,,,
2561,47780,19,Iris,Vilkdalgis,Plantae,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Iridaceae,Iridoideae,,Irideae,,Iris,,,,,,
2560,18448,19,Jynx torquilla,Grąžiagalvė,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,,,Jynx,,Jynx torquilla,,,,
2559,153717,19,Liocranidae,Grumstavoriai,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Corinnoidea,Liocranidae,,,,,,,,,,,
2558,86722,19,Athous,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,,Dendrometrini,Dendrometrina,Athous,,,,,,
2557,532817,19,Adelphocoris seticornis,Ankštinė žolblakė,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,,Mirini,,Adelphocoris,,Adelphocoris seticornis,,,,
2556,63081,19,Hirudinea,Dėlės,Animalia,Animalia,Annelida,,,Clitellata,Hirudinea,,,,,,,,,,,,,,,,
2555,533746,19,Acantholycosa lignaria,Miškinis puvėsinukas,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Lycosoidea,Lycosidae,Pardosinae,,,,Acantholycosa,,Acantholycosa lignaria,,,,
2546,55460,19,Lamium,Notrelė,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,,Lamieae,,Lamium,,,,,,
2553,361095,19,Eudonia lacustrata,Margoji dipleurina,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Scopariinae,,,,Eudonia,,Eudonia lacustrata,,,,
2552,63460,19,Mycena haematopus,Raudonsultė šalmabudė,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Mycenaceae,,,,,Mycena,,Mycena haematopus,,,,
2551,85862,19,Leptoceridae,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Leptoceroidea,Leptoceridae,,,,,,,,,,,
2550,154291,19,Agaricus sylvicola,Girinis pievagrybis,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,,,,Agaricus,,Agaricus sylvicola,,,,
2549,55811,19,Prunus spinosa,Dygioji Slyva,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Amygdaleae,,Prunus,,Prunus spinosa,,,,
2548,5325,19,Pernis apivorus,Vapsvaėdis,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,,,Pernis,,Pernis apivorus,,,,
2547,350366,19,Climacodon septentrionalis,Šiaurinis dyglenis,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Meruliaceae,,,,,Climacodon,,Climacodon septentrionalis,,,,
2564,526916,19,Udea fulvalis,Šalavinė udėja,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Spilomelinae,,Udeini,,Udea,,Udea fulvalis,,,,
2563,362280,19,Scaphidium quadrimaculatum,Keturdėmis Valtvabalis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Scaphidiinae,,Scaphidiini,,Scaphidium,,Scaphidium quadrimaculatum,,,,
2582,57677,19,Halictus,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,,Halictus,,,,,,
2565,543720,19,Aphthona nonstriata,Vilkdalginė Spragtukė,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Galerucinae,,Alticini,,Aphthona,,Aphthona nonstriata,,,,
2575,454348,19,Cryptomyzus ribis,Serbentinis amaras,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Aphidinae,,Macrosiphini,,Cryptomyzus,,Cryptomyzus ribis,,,,
2543,117855,19,Pertusaria leioplaca,Lygioji spuoguotė,Fungi,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Pertusariaceae,,,,,Pertusaria,,Pertusaria leioplaca,,,,
2581,326197,19,Troilus luridus,Bronzinė Skydblakė,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Asopinae,,,,Troilus,,Troilus luridus,,,,
2580,57485,19,Parnassius mnemosyne,Juodasis Apolonas,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Parnassiinae,,Parnassiini,,Parnassius,,Parnassius mnemosyne,,,,
2579,437972,19,Carex ericetorum,Šilinė viksva,Plantae,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Cariceae,,Carex,,Carex ericetorum,,,,
2578,935778,19,Euura proxima,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Nematinae,,Nematini,,Euura,,Euura proxima,,,,
2577,13729,19,Anthus pratensis,Pievinis kalviukas,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Motacillidae,,,,,Anthus,,Anthus pratensis,,,,
2576,1257835,19,Amphipoea oculea,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,Apameini,,Amphipoea,,,,,,
2574,738938,19,Oxyporus maxillosus,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Oxyporinae,,,,Oxyporus,,Oxyporus maxillosus,,,,
2566,506684,19,Capsodes gothicus,Gotiškoji Žolblakė,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,,Mirini,,Capsodes,,Capsodes gothicus,,,,
2573,143471,19,Alopecosa,,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Lycosoidea,Lycosidae,Lycosinae,,,,Alopecosa,,,,,,
2572,500922,19,Dolichus halensis,Geltonkraštis žygis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Platyninae,,Sphodrini,Dolichina,Dolichus,,Dolichus halensis,,,,
2571,58685,19,Amanita virosa,Smailiakepurė Musmirė,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,Amaniteae,,Amanita,,Amanita virosa,,,,
2570,418159,19,Pachygnatha clercki,Juostašonis gūžokas,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Tetragnathidae,,,,,Pachygnatha,,Pachygnatha clercki,,,,
2569,243560,19,Phaonia,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Muscidae,Phaoniinae,,,,Phaonia,,,,,,
2568,120156,19,Musca domestica,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Muscidae,Muscinae,,Muscini,,Musca,,Musca domestica,,,,
2567,460830,19,Eriophyes exilis,,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Endeostigmata,,Eriophyoidea,Eriophyidae,Eriophyinae,,Eriophyini,,Eriophyes,,Eriophyes exilis,,,,
2545,483555,19,Colobochyla salicalis,Geltonjuostis Plačiasparnis Naktinukas,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Hypeninae,,,,Colobochyla,,Colobochyla salicalis,,,,
2544,130947,19,Xylobolus frustulatus,Kurapkinis storplutis,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Stereaceae,,,,,Xylobolus,,Xylobolus frustulatus,,,,
2542,70071,19,Hyles euphorbiae,Karpažolinis sfinksas,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Sphingidae,Macroglossinae,,Macroglossini,Choerocampina,Hyles,,Hyles euphorbiae,,,,
2522,320004,19,Eilema complana,Geltondryžė kerpytė,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,,Lithosiini,Lithosiina,Eilema,,Eilema complana,,,,
2520,42161,19,Dama dama,Danielius,Mammalia,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Cervidae,Cervinae,,Cervini,,Dama,,Dama dama,,,,
2519,165782,19,Oenanthe aquatica,Vandeninė išnė,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Oenantheae,,Oenanthe,,Oenanthe aquatica,,,,
2518,786052,19,Phaeotremella frondosa,,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Tremellomycetes,,,Tremellales,,,Phaeotremellaceae,,,,,Phaeotremella,,Phaeotremella frondosa,,,,
2517,126887,19,Berberis aquifolium,Dyglialapė mahonija,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Berberidaceae,Berberidoideae,,Berberideae,Berberidinae,Berberis,,Berberis aquifolium,,,,
2516,52413,19,Limenitis populi,Didysis Juodmargis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Limenitidinae,,Limenitidini,,Limenitis,,Limenitis populi,,,,
2515,207704,19,Melitaea diamina,Tamsioji Šaškytė,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Melitaeini,,Melitaea,,Melitaea diamina,,,,
2513,133720,19,Viola rupestris,Smiltyninė našlaitė,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,,,Viola,,Viola rupestris,,,,
2512,130395,19,Haematopota pluvialis,Paprastasis žabalis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Tabanidae,Tabaninae,,Haematopotini,,Haematopota,,Haematopota pluvialis,,,,
2511,124488,19,Chalcolestes viridis,Didžioji Strėliukė,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,Lestoidea,Lestidae,,,,,Chalcolestes,,Chalcolestes viridis,,,,
2510,9639,19,Carpodacus erythrinus,Raudongalvė sniegena,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,,Carpodacus,,Carpodacus erythrinus,,,,
2509,447155,19,Larinae,,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,,,,,,,,,
2508,318441,19,Satyrium w-album,Guobinis Uodeguotis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Eumaeini,Eumaeina,Satyrium,,Satyrium w-album,,,,
2507,549962,19,Pseudocistela ceramboides,Ūsuotiškasis Dulkiagraužis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Alleculinae,,Alleculini,Gonoderina,Pseudocistela,,Pseudocistela ceramboides,,,,
2506,76127,19,Carex vesicaria,Pūslėtoji viksva,Plantae,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Cariceae,,Carex,,Carex vesicaria,,,,
2505,123645,19,Pseudoscleropodium purum,Grynoji šilūnė,Plantae,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,,,Pseudoscleropodium,,Pseudoscleropodium purum,,,,
2504,855026,19,Polietes lardarius,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Muscidae,Muscinae,,Muscini,,Polietes,,Polietes lardarius,,,,
2503,76846,19,Equisetum palustre,Gegužinis asiūklis,Plantae,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,Equisetaceae,,,,,Equisetum,,Equisetum palustre,,,,
2521,324010,19,Ochropleura plecta,Kaštonrudis dirvinukas,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,Noctuini,Noctuina,Ochropleura,,Ochropleura plecta,,,,
2514,123817,19,Leptidea,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Dismorphiinae,,,,Leptidea,,,,,,
2523,469714,19,Cicindela sylvatica,Miškinis Šoklys,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Cicindelinae,,Cicindelini,Cicindelina,Cicindela,,Cicindela sylvatica,,,,
2533,339593,19,Calidris pugnax,Gaidukas,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,,,Calidris,,Calidris pugnax,,,,
2541,61061,19,Festuca rubra,Raudonasis eraičinas,Plantae,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Poeae,Loliinae,Festuca,,Festuca rubra,,,,
2524,491379,19,Ampedus sanguinolentus,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Elaterinae,,Ampedini,Ampedina,Ampedus,,Ampedus sanguinolentus,,,,
2540,116802,19,Acrocephalus palustris,Karklinė nendrinukė,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Acrocephalidae,,,,,Acrocephalus,,Acrocephalus palustris,,,,
2539,114771,19,Unio crassus,Ovalioji geldutė,Mollusca,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Unionida,,Unionoidea,Unionidae,Unioninae,,Unionini,,Unio,,Unio crassus,,,,
2538,178465,19,Phyllotreta,Kopūstinukės,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Galerucinae,,Alticini,,Phyllotreta,,,,,,
2537,464302,19,Drepana curvatula,Tamsusis lenktasparnis,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Drepanoidea,Drepanidae,Drepaninae,,Drepanini,,Drepana,,Drepana curvatula,,,,
2536,147354,19,Chalciporus piperatus,Kartusis pipirbaravykis,Fungi,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,,,,,Chalciporus,,Chalciporus piperatus,,,,
